No,year,month,day,hour,season,pm,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,air quality level
38433,2014,5,21,8,1,106.0,15.0,77.64,1007.0,19.0,4,3.0,0.0,0.0,4
38434,2014,5,21,9,1,94.0,13.0,60.27,1007.0,21.0,4,7.0,0.0,0.0,4
38435,2014,5,21,10,1,66.0,14.0,60.51,1007.0,22.0,4,12.0,0.0,0.0,4
38436,2014,5,21,11,1,79.0,14.0,56.95,1007.0,23.0,4,17.0,0.0,0.0,4
38437,2014,5,21,12,1,57.0,15.0,57.2,1006.0,24.0,4,22.0,0.0,0.0,4
38438,2014,5,21,13,1,50.0,13.0,47.33,1006.0,25.0,4,28.0,0.0,0.0,3
38439,2014,5,21,14,1,38.0,13.0,44.61,1005.0,26.0,4,33.0,0.0,0.0,3
38440,2014,5,21,15,1,36.0,13.0,44.61,1005.0,26.0,4,40.0,0.0,0.0,3
38441,2014,5,21,16,1,34.0,11.0,41.49,1004.0,25.0,4,46.0,0.2,0.2,2
38442,2014,5,21,17,1,41.0,12.0,47.05,1004.0,24.0,4,52.0,10.1,10.3,3
38443,2014,5,21,18,1,55.0,11.0,46.78,1004.0,23.0,3,4.0,0.0,0.0,3
38445,2014,5,21,20,1,89.0,12.0,60.03,1005.0,20.0,4,3.0,0.0,0.0,4
38446,2014,5,21,21,1,80.0,13.0,68.2,1006.0,19.0,4,4.0,0.0,0.0,4
38447,2014,5,21,22,1,105.0,14.0,77.48,1006.0,18.0,4,7.0,0.0,0.0,4
38448,2014,5,21,23,1,133.0,14.0,82.52,1007.0,17.0,4,10.0,0.0,0.0,4
38449,2014,5,22,0,1,130.0,13.0,82.4,1007.0,16.0,4,13.0,0.0,0.0,4
38450,2014,5,22,1,1,128.0,13.0,87.84,1007.0,15.0,4,16.0,0.0,0.0,4
38451,2014,5,22,2,1,173.0,13.0,87.84,1007.0,15.0,4,18.0,0.1,0.1,5
38452,2014,5,22,3,1,209.0,12.0,87.75,1008.0,14.0,4,21.0,0.0,0.0,5
38453,2014,5,22,4,1,178.0,12.0,87.75,1008.0,14.0,3,2.0,0.0,0.0,5
38454,2014,5,22,5,1,222.0,12.0,87.75,1009.0,14.0,3,5.0,0.0,0.0,5
38455,2014,5,22,6,1,317.0,13.0,82.4,1009.0,16.0,3,7.0,0.0,0.0,6
38456,2014,5,22,7,1,282.0,13.0,72.6,1010.0,18.0,1,2.0,0.0,0.0,6
38457,2014,5,22,8,1,210.0,14.0,68.4,1010.0,20.0,3,3.0,0.0,0.0,5
38458,2014,5,22,9,1,184.0,14.0,56.95,1010.0,23.0,3,5.0,0.0,0.0,5
38459,2014,5,22,10,1,121.0,11.0,41.49,1010.0,25.0,3,8.0,0.0,0.0,4
38461,2014,5,22,12,1,58.0,9.0,32.25,1009.0,27.0,3,14.0,0.0,0.0,4
38462,2014,5,22,13,1,28.0,10.0,34.49,1009.0,27.0,3,16.0,0.0,0.0,2
38463,2014,5,22,14,1,16.0,9.0,32.25,1008.0,27.0,1,2.0,0.0,0.0,2
38464,2014,5,22,15,1,16.0,12.0,37.16,1008.0,28.0,4,1.0,0.0,0.0,2
38465,2014,5,22,16,1,28.0,9.0,30.42,1008.0,28.0,4,2.0,0.0,0.0,2
38466,2014,5,22,17,1,29.0,11.0,36.87,1008.0,27.0,4,7.0,0.0,0.0,2
38467,2014,5,22,18,1,36.0,11.0,36.87,1008.0,27.0,4,11.0,0.0,0.0,3
38468,2014,5,22,19,1,43.0,12.0,44.33,1008.0,25.0,4,14.0,0.0,0.0,3
38469,2014,5,22,20,1,52.0,12.0,49.97,1009.0,23.0,4,17.0,0.0,0.0,3
38470,2014,5,22,21,1,58.0,15.0,60.74,1009.0,23.0,4,20.0,0.0,0.0,4
38471,2014,5,22,22,1,55.0,14.0,60.51,1009.0,22.0,4,23.0,0.0,0.0,3
38472,2014,5,22,23,1,59.0,14.0,60.51,1010.0,22.0,4,26.0,0.0,0.0,4
38473,2014,5,23,0,1,57.0,13.0,60.27,1009.0,21.0,4,30.0,0.0,0.0,4
38474,2014,5,23,1,1,56.0,12.0,60.03,1009.0,20.0,4,34.0,0.0,0.0,4
38475,2014,5,23,2,1,61.0,12.0,63.87,1010.0,19.0,4,36.0,0.0,0.0,4
38476,2014,5,23,3,1,75.0,12.0,63.87,1010.0,19.0,4,39.0,0.0,0.0,4
38477,2014,5,23,4,1,89.0,12.0,63.87,1011.0,19.0,4,41.0,0.0,0.0,4
38478,2014,5,23,5,1,102.0,13.0,68.2,1011.0,19.0,4,44.0,0.0,0.0,4
38479,2014,5,23,6,1,107.0,14.0,68.4,1011.0,20.0,4,49.0,0.0,0.0,4
38480,2014,5,23,7,1,105.0,14.0,56.95,1012.0,23.0,4,53.0,0.0,0.0,4
38481,2014,5,23,8,1,100.0,14.0,53.62,1012.0,24.0,4,61.0,0.0,0.0,4
38482,2014,5,23,9,1,91.0,14.0,50.51,1012.0,25.0,4,70.0,0.0,0.0,4
38483,2014,5,23,10,1,83.0,12.0,39.39,1011.0,27.0,4,79.0,0.0,0.0,4
38484,2014,5,23,11,1,73.0,13.0,37.44,1011.0,29.0,4,87.0,0.0,0.0,4
38485,2014,5,23,12,1,76.0,14.0,37.73,1011.0,30.0,4,96.0,0.0,0.0,4
38486,2014,5,23,13,1,74.0,14.0,37.73,1010.0,30.0,4,104.0,0.0,0.0,4
38487,2014,5,23,14,1,74.0,15.0,40.24,1010.0,30.0,4,113.0,0.0,0.0,4
38488,2014,5,23,15,1,76.0,15.0,40.24,1010.0,30.0,4,122.0,0.0,0.0,4
38489,2014,5,23,16,1,64.0,14.0,39.96,1010.0,29.0,4,131.0,0.0,0.0,4
38490,2014,5,23,17,1,66.0,14.0,42.34,1010.0,28.0,4,140.0,0.0,0.0,4
38491,2014,5,23,18,1,69.0,13.0,42.06,1010.0,27.0,4,146.0,0.0,0.0,4
38492,2014,5,23,19,1,70.0,13.0,44.61,1011.0,26.0,4,151.0,0.0,0.0,4
38493,2014,5,23,20,1,74.0,14.0,53.62,1012.0,24.0,4,157.0,0.0,0.0,4
38494,2014,5,23,21,1,83.0,14.0,56.95,1012.0,23.0,4,161.0,0.0,0.0,4
38495,2014,5,23,22,1,91.0,14.0,60.51,1013.0,22.0,4,165.0,0.0,0.0,4
38496,2014,5,23,23,1,105.0,13.0,53.36,1013.0,23.0,4,169.0,0.0,0.0,4
38497,2014,5,24,0,1,109.0,13.0,56.69,1012.0,22.0,4,173.0,0.0,0.0,4
38498,2014,5,24,1,1,116.0,12.0,56.44,1012.0,21.0,4,176.0,0.0,0.0,4
38499,2014,5,24,2,1,127.0,12.0,56.44,1012.0,21.0,4,179.0,0.0,0.0,4
38500,2014,5,24,3,1,98.0,12.0,60.03,1013.0,20.0,4,181.0,0.0,0.0,4
38501,2014,5,24,4,1,108.0,12.0,63.87,1013.0,19.0,4,184.0,0.0,0.0,4
38502,2014,5,24,5,1,146.0,12.0,60.03,1013.0,20.0,4,188.0,0.0,0.0,4
38503,2014,5,24,6,1,164.0,14.0,68.4,1013.0,20.0,4,190.0,0.0,0.0,5
38504,2014,5,24,7,1,100.0,14.0,64.32,1012.0,21.0,4,193.0,0.0,0.0,4
38505,2014,5,24,8,1,95.0,13.0,53.36,1012.0,23.0,4,197.0,0.0,0.0,4
38506,2014,5,24,9,1,75.0,12.0,47.05,1012.0,24.0,4,202.0,0.0,0.0,4
38507,2014,5,24,10,1,64.0,13.0,47.33,1012.0,25.0,4,209.0,0.0,0.0,4
38508,2014,5,24,11,1,57.0,12.0,44.33,1012.0,25.0,4,215.0,0.0,0.0,4
38509,2014,5,24,12,1,58.0,13.0,47.33,1012.0,25.0,4,221.0,0.0,0.0,4
38510,2014,5,24,13,1,52.0,13.0,53.36,1012.0,23.0,4,228.0,0.0,0.0,3
38511,2014,5,24,14,1,43.0,12.0,49.97,1011.0,23.0,4,233.0,0.0,0.0,3
38512,2014,5,24,15,1,33.0,14.0,64.32,1012.0,21.0,4,238.0,0.4,0.4,2
38513,2014,5,24,16,1,34.0,14.0,68.4,1012.0,20.0,4,242.0,0.3,0.7,2
38514,2014,5,24,17,1,30.0,15.0,77.64,1012.0,19.0,4,246.0,0.0,0.0,2
38515,2014,5,24,18,1,40.0,14.0,72.78,1011.0,19.0,4,250.0,0.0,0.0,3
38516,2014,5,24,19,1,52.0,14.0,77.48,1012.0,18.0,4,254.0,0.1,0.1,3
38517,2014,5,24,20,1,42.0,15.0,88.02,1012.0,17.0,4,257.0,0.0,0.0,3
38518,2014,5,24,21,1,49.0,14.0,82.52,1011.0,17.0,4,261.0,0.0,0.0,3
38519,2014,5,24,22,1,44.0,13.0,77.32,1010.0,17.0,4,264.0,0.0,0.0,3
38520,2014,5,24,23,1,34.0,12.0,72.42,1010.0,17.0,4,268.0,0.0,0.0,2
38521,2014,5,25,0,1,28.0,13.0,77.32,1010.0,17.0,4,272.0,0.0,0.0,2
38522,2014,5,25,1,1,24.0,12.0,72.42,1009.0,17.0,4,278.0,0.0,0.0,2
38523,2014,5,25,2,1,13.0,13.0,77.32,1009.0,17.0,4,284.0,0.0,0.0,2
38524,2014,5,25,3,1,18.0,13.0,82.4,1008.0,16.0,4,288.0,0.0,0.0,2
38525,2014,5,25,4,1,15.0,13.0,82.4,1007.0,16.0,4,292.0,0.0,0.0,2
38526,2014,5,25,5,1,14.0,13.0,77.32,1007.0,17.0,4,296.0,0.0,0.0,2
38527,2014,5,25,6,1,16.0,13.0,77.32,1007.0,17.0,4,301.0,0.0,0.0,2
38528,2014,5,25,7,1,17.0,13.0,77.32,1006.0,17.0,4,305.0,0.0,0.0,2
38530,2014,5,25,9,1,21.0,14.0,72.78,1005.0,19.0,4,317.0,0.0,0.0,2
38531,2014,5,25,10,1,16.0,14.0,72.78,1005.0,19.0,4,324.0,0.0,0.0,2
38532,2014,5,25,11,1,20.0,14.0,72.78,1005.0,19.0,4,329.0,0.0,0.0,2
38533,2014,5,25,12,1,19.0,14.0,72.78,1004.0,19.0,4,333.0,0.8,0.8,2
38534,2014,5,25,13,1,14.0,15.0,77.64,1003.0,19.0,4,336.0,1.2,2.0,2
38535,2014,5,25,14,1,25.0,16.0,88.11,1002.0,18.0,4,338.0,3.8,5.8,2
38536,2014,5,25,15,1,41.0,16.0,93.84,1002.0,17.0,4,341.0,3.5,9.3,3
38537,2014,5,25,16,1,30.0,16.0,93.84,1001.0,17.0,4,343.0,0.1,9.4,2
38538,2014,5,25,17,1,44.0,16.0,88.11,1001.0,18.0,4,346.0,0.0,0.0,3
38539,2014,5,25,18,1,49.0,16.0,88.11,1000.0,18.0,4,349.0,0.0,0.0,3
38540,2014,5,25,19,1,69.0,16.0,93.84,1000.0,17.0,4,351.0,0.0,0.0,4
38541,2014,5,25,20,1,90.0,16.0,93.84,1000.0,17.0,4,353.0,0.5,0.5,4
38542,2014,5,25,21,1,155.0,16.0,88.11,1001.0,18.0,4,357.0,0.0,0.0,5
38545,2014,5,26,0,1,134.0,14.0,93.75,1000.0,15.0,4,367.0,0.0,0.0,4
38546,2014,5,26,1,1,111.0,13.0,93.7,999.0,14.0,4,370.0,0.0,0.0,4
38547,2014,5,26,2,1,101.0,12.0,87.75,998.0,14.0,4,373.0,0.0,0.0,4
38548,2014,5,26,3,1,55.0,10.0,76.84,997.0,14.0,4,377.0,0.0,0.0,3
38549,2014,5,26,4,1,18.0,9.0,71.85,997.0,14.0,4,381.0,0.0,0.0,2
38550,2014,5,26,5,1,12.0,9.0,71.85,997.0,14.0,4,385.0,0.0,0.0,1
38551,2014,5,26,6,1,13.0,8.0,62.95,997.0,15.0,4,390.0,0.0,0.0,2
38552,2014,5,26,7,1,8.0,9.0,59.29,998.0,17.0,4,395.0,0.0,0.0,1
38553,2014,5,26,8,1,8.0,10.0,63.41,998.0,17.0,4,399.0,0.0,0.0,1
38554,2014,5,26,9,1,10.0,9.0,46.21,997.0,21.0,4,406.0,0.0,0.0,1
38555,2014,5,26,10,1,8.0,7.0,37.95,997.0,22.0,4,414.0,0.0,0.0,1
38556,2014,5,26,11,1,7.0,5.0,29.29,996.0,24.0,4,424.0,0.0,0.0,1
38557,2014,5,26,12,1,6.0,5.0,29.29,995.0,24.0,4,431.0,0.0,0.0,1
38558,2014,5,26,13,1,8.0,5.0,27.59,995.0,25.0,4,437.0,0.0,0.0,1
38559,2014,5,26,14,1,9.0,7.0,29.86,994.0,26.0,4,445.0,0.0,0.0,1
38560,2014,5,26,15,1,7.0,8.0,30.14,993.0,27.0,4,452.0,0.0,0.0,1
38561,2014,5,26,16,1,8.0,2.0,18.71,993.0,28.0,4,460.0,0.0,0.0,1
38562,2014,5,26,17,1,10.0,8.0,30.14,993.0,27.0,4,465.0,0.0,0.0,1
38563,2014,5,26,18,1,13.0,2.0,19.84,993.0,27.0,2,6.0,0.0,0.0,2
38564,2014,5,26,19,1,17.0,1.0,22.06,994.0,24.0,2,9.0,0.0,0.0,2
38565,2014,5,26,20,1,24.0,1.0,28.14,995.0,20.0,2,10.0,0.0,0.0,2
38566,2014,5,26,21,1,15.0,7.0,48.59,996.0,18.0,1,4.0,0.0,0.0,2
38567,2014,5,26,22,1,14.0,7.0,51.75,996.0,17.0,1,8.0,0.0,0.0,2
38568,2014,5,26,23,1,21.0,6.0,45.36,996.0,18.0,1,11.0,0.0,0.0,2
38569,2014,5,27,0,1,25.0,9.0,67.36,996.0,15.0,1,12.0,0.0,0.0,2
38570,2014,5,27,1,1,33.0,7.0,58.79,995.0,15.0,3,2.0,0.0,0.0,2
38571,2014,5,27,2,1,25.0,6.0,54.88,995.0,15.0,3,4.0,0.0,0.0,2
38572,2014,5,27,3,1,30.0,7.0,62.71,995.0,14.0,1,3.0,0.0,0.0,2
38573,2014,5,27,4,1,57.0,8.0,76.52,995.0,12.0,1,5.0,0.0,0.0,4
38574,2014,5,27,5,1,78.0,9.0,81.88,995.0,12.0,1,9.0,0.0,0.0,4
38575,2014,5,27,6,1,82.0,10.0,76.84,995.0,14.0,1,13.0,0.0,0.0,4
38576,2014,5,27,7,1,74.0,10.0,55.93,995.0,19.0,1,15.0,0.0,0.0,4
38577,2014,5,27,8,1,69.0,10.0,49.42,995.0,21.0,1,18.0,0.0,0.0,4
38578,2014,5,27,9,1,72.0,12.0,49.97,994.0,23.0,1,21.0,0.0,0.0,4
38579,2014,5,27,10,1,46.0,7.0,29.86,994.0,26.0,3,3.0,0.0,0.0,3
38580,2014,5,27,11,1,26.0,7.0,28.15,993.0,27.0,3,6.0,0.0,0.0,2
38581,2014,5,27,12,1,18.0,6.0,24.79,993.0,28.0,4,1.0,0.0,0.0,2
38582,2014,5,27,13,1,14.0,7.0,25.06,992.0,29.0,4,3.0,0.0,0.0,2
38583,2014,5,27,14,1,11.0,5.0,20.6,992.0,30.0,3,1.0,0.0,0.0,1
38584,2014,5,27,15,1,11.0,8.0,25.33,992.0,30.0,2,2.0,0.0,0.0,1
38585,2014,5,27,16,1,11.0,8.0,26.83,991.0,29.0,2,4.0,0.0,0.0,1
38586,2014,5,27,17,1,15.0,9.0,32.25,991.0,27.0,1,3.0,0.0,0.0,2
38587,2014,5,27,18,1,24.0,9.0,34.21,992.0,26.0,1,6.0,0.0,0.0,2
38588,2014,5,27,19,1,32.0,9.0,34.21,992.0,26.0,3,2.0,0.0,0.0,2
38589,2014,5,27,20,1,37.0,10.0,38.82,993.0,25.0,3,3.0,0.0,0.0,3
38592,2014,5,27,23,1,40.0,14.0,64.32,995.0,21.0,3,2.0,0.0,0.0,3
38593,2014,5,28,0,1,42.0,14.0,68.4,995.0,20.0,4,2.0,0.0,0.0,3
38594,2014,5,28,1,1,55.0,14.0,72.78,996.0,19.0,4,4.0,0.0,0.0,3
38595,2014,5,28,2,1,48.0,11.0,56.19,997.0,20.0,2,2.0,0.0,0.0,3
38596,2014,5,28,3,1,16.0,10.0,49.42,997.0,21.0,2,6.0,0.0,0.0,2
38597,2014,5,28,4,1,13.0,10.0,55.93,999.0,19.0,2,9.0,0.0,0.0,2
38598,2014,5,28,5,1,11.0,9.0,59.29,999.0,17.0,1,3.0,0.0,0.0,1
38599,2014,5,28,6,1,13.0,11.0,59.78,1000.0,19.0,2,1.0,0.0,0.0,2
38600,2014,5,28,7,1,11.0,10.0,52.56,1001.0,20.0,2,4.0,0.0,0.0,1
38601,2014,5,28,8,1,12.0,10.0,46.49,1001.0,22.0,2,7.0,0.0,0.0,1
38602,2014,5,28,9,1,11.0,9.0,40.92,1001.0,23.0,1,2.0,0.0,0.0,1
38603,2014,5,28,10,1,11.0,7.0,33.63,1001.0,24.0,4,1.0,0.0,0.0,1
38604,2014,5,28,11,1,17.0,7.0,31.68,1001.0,25.0,4,3.0,0.0,0.0,2
38605,2014,5,28,12,1,17.0,4.0,22.86,1001.0,27.0,2,2.0,0.0,0.0,2
38606,2014,5,28,13,1,41.0,6.0,26.28,1000.0,27.0,4,3.0,0.0,0.0,3
38607,2014,5,28,14,1,35.0,6.0,26.28,1000.0,27.0,4,8.0,0.0,0.0,2
38608,2014,5,28,15,1,21.0,3.0,20.09,999.0,28.0,4,12.0,0.0,0.0,2
38609,2014,5,28,16,1,20.0,5.0,23.13,999.0,28.0,4,17.0,0.0,0.0,2
38610,2014,5,28,17,1,15.0,6.0,24.79,998.0,28.0,4,24.0,0.0,0.0,2
38611,2014,5,28,18,1,18.0,7.0,28.15,998.0,27.0,4,30.0,0.0,0.0,2
38612,2014,5,28,19,1,65.0,6.0,29.57,999.0,25.0,4,35.0,0.0,0.0,4
38613,2014,5,28,20,1,34.0,6.0,33.34,1000.0,23.0,4,37.0,0.0,0.0,2
38614,2014,5,28,21,1,29.0,5.0,33.05,1000.0,22.0,4,38.0,0.0,0.0,2
38615,2014,5,28,22,1,25.0,5.0,35.13,1000.0,21.0,3,2.0,0.0,0.0,2
38616,2014,5,28,23,1,32.0,7.0,42.9,1000.0,20.0,3,4.0,0.0,0.0,2
38617,2014,5,29,0,1,36.0,7.0,40.34,999.0,21.0,3,6.0,0.0,0.0,3
38618,2014,5,29,1,1,40.0,6.0,31.39,998.0,24.0,4,3.0,0.0,0.0,3
38619,2014,5,29,2,1,38.0,7.0,40.34,999.0,21.0,1,2.0,0.0,0.0,3
38620,2014,5,29,3,1,44.0,7.0,40.34,999.0,21.0,3,2.0,0.0,0.0,3
38621,2014,5,29,4,1,37.0,10.0,49.42,999.0,21.0,3,8.0,0.0,0.0,3
38622,2014,5,29,5,1,34.0,11.0,56.19,999.0,20.0,3,11.0,0.0,0.0,2
38623,2014,5,29,6,1,43.0,9.0,46.21,998.0,21.0,3,15.0,0.0,0.0,3
38624,2014,5,29,7,1,40.0,11.0,44.04,999.0,24.0,3,17.0,0.0,0.0,3
38625,2014,5,29,8,1,25.0,10.0,38.82,999.0,25.0,3,21.0,0.0,0.0,2
38626,2014,5,29,9,1,24.0,11.0,36.87,999.0,27.0,3,24.0,0.0,0.0,2
38627,2014,5,29,10,1,32.0,11.0,34.78,999.0,28.0,3,27.0,0.0,0.0,2
38628,2014,5,29,11,1,49.0,10.0,28.99,999.0,30.0,4,6.0,0.0,0.0,3
38629,2014,5,29,12,1,69.0,11.0,30.99,998.0,30.0,4,14.0,0.0,0.0,4
38630,2014,5,29,13,1,72.0,10.0,28.99,998.0,30.0,4,23.0,0.0,0.0,4
38631,2014,5,29,14,1,76.0,10.0,27.38,999.0,31.0,4,32.0,0.0,0.0,4
38632,2014,5,29,15,1,81.0,11.0,30.99,999.0,30.0,4,40.0,0.0,0.0,4
38633,2014,5,29,16,1,64.0,11.0,30.99,999.0,30.0,4,45.0,0.0,0.0,4
38634,2014,5,29,17,1,53.0,13.0,35.35,999.0,30.0,4,49.0,0.0,0.0,3
38635,2014,5,29,18,1,78.0,14.0,39.96,1000.0,29.0,2,1.0,0.0,0.0,4
38636,2014,5,29,19,1,81.0,15.0,50.78,1001.0,26.0,4,2.0,0.0,0.0,4
38637,2014,5,29,20,1,63.0,16.0,60.98,1002.0,24.0,4,4.0,0.0,0.0,4
38638,2014,5,29,21,1,53.0,16.0,64.76,1003.0,23.0,4,5.0,0.0,0.0,3
38639,2014,5,29,22,1,47.0,15.0,68.61,1004.0,21.0,3,1.0,0.0,0.0,3
38640,2014,5,29,23,1,43.0,11.0,49.7,1004.0,22.0,2,3.0,0.0,0.0,3
38641,2014,5,30,0,1,43.0,10.0,55.93,1005.0,19.0,1,1.0,0.0,0.0,3
38642,2014,5,30,1,1,37.0,12.0,67.99,1005.0,18.0,1,5.0,0.0,0.0,3
38643,2014,5,30,2,1,52.0,12.0,67.99,1006.0,18.0,1,9.0,0.0,0.0,3
38644,2014,5,30,3,1,46.0,12.0,77.17,1006.0,16.0,1,12.0,0.0,0.0,3
38645,2014,5,30,4,1,59.0,12.0,77.17,1007.0,16.0,1,14.0,0.0,0.0,4
38646,2014,5,30,5,1,61.0,12.0,77.17,1007.0,16.0,1,16.0,0.0,0.0,4
38647,2014,5,30,6,1,68.0,14.0,77.48,1008.0,18.0,1,19.0,0.0,0.0,4
38648,2014,5,30,7,1,72.0,15.0,68.61,1008.0,21.0,1,21.0,0.0,0.0,4
38649,2014,5,30,8,1,77.0,15.0,60.74,1009.0,23.0,1,24.0,0.0,0.0,4
38650,2014,5,30,9,1,47.0,15.0,50.78,1009.0,26.0,1,25.0,0.0,0.0,3
38651,2014,5,30,10,1,25.0,7.0,26.55,1009.0,28.0,1,27.0,0.0,0.0,2
38652,2014,5,30,11,1,19.0,7.0,25.06,1009.0,29.0,1,29.0,0.0,0.0,2
38653,2014,5,30,12,1,15.0,7.0,23.66,1009.0,30.0,3,3.0,0.0,0.0,2
38654,2014,5,30,13,1,12.0,5.0,19.46,1008.0,31.0,1,2.0,0.0,0.0,1
38655,2014,5,30,14,1,11.0,6.0,19.71,1008.0,32.0,3,2.0,0.0,0.0,1
38656,2014,5,30,15,1,12.0,3.0,15.1,1007.0,33.0,3,4.0,0.0,0.0,1
38657,2014,5,30,16,1,14.0,2.0,14.07,1007.0,33.0,4,1.0,0.0,0.0,2
38658,2014,5,30,17,1,20.0,6.0,18.63,1006.0,33.0,4,2.0,0.0,0.0,2
38659,2014,5,30,18,1,64.0,7.0,23.66,1007.0,30.0,4,5.0,0.0,0.0,4
38660,2014,5,30,19,1,47.0,8.0,30.14,1007.0,27.0,4,6.0,0.0,0.0,3
38661,2014,5,30,20,1,38.0,9.0,38.53,1007.0,24.0,4,0.0,0.0,0.0,3
38662,2014,5,30,21,1,73.0,12.0,47.05,1008.0,24.0,4,2.0,0.0,0.0,4
38663,2014,5,30,22,1,108.0,14.0,53.62,1009.0,24.0,4,5.0,0.0,0.0,4
38664,2014,5,30,23,1,87.0,14.0,56.95,1009.0,23.0,4,7.0,0.0,0.0,4
38665,2014,5,31,0,1,101.0,14.0,60.51,1009.0,22.0,3,2.0,0.0,0.0,4
38666,2014,5,31,1,1,139.0,12.0,53.1,1008.0,22.0,3,4.0,0.0,0.0,4
38667,2014,5,31,2,1,173.0,13.0,64.09,1008.0,20.0,3,6.0,0.0,0.0,5
38668,2014,5,31,3,1,161.0,13.0,68.2,1008.0,19.0,4,0.0,0.0,0.0,5
38669,2014,5,31,4,1,122.0,13.0,72.6,1008.0,18.0,4,0.0,0.0,0.0,4
38670,2014,5,31,5,1,135.0,14.0,77.48,1008.0,18.0,3,1.0,0.0,0.0,4
38671,2014,5,31,6,1,177.0,15.0,68.61,1008.0,21.0,3,2.0,0.0,0.0,5
38672,2014,5,31,7,1,159.0,17.0,69.01,1008.0,23.0,4,1.0,0.0,0.0,5
38673,2014,5,31,8,1,117.0,16.0,54.14,1008.0,26.0,4,2.0,0.0,0.0,4
38674,2014,5,31,9,1,92.0,10.0,28.99,1008.0,30.0,4,7.0,0.0,0.0,4
38675,2014,5,31,10,1,49.0,10.0,25.87,1007.0,32.0,4,14.0,0.0,0.0,3
38676,2014,5,31,11,1,64.0,12.0,27.93,1007.0,33.0,4,20.0,0.0,0.0,4
38677,2014,5,31,12,1,59.0,12.0,26.41,1007.0,34.0,4,26.0,0.0,0.0,4
38678,2014,5,31,13,1,62.0,12.0,24.99,1006.0,35.0,4,33.0,0.0,0.0,4
38679,2014,5,31,14,1,71.0,13.0,28.2,1006.0,34.0,4,41.0,0.0,0.0,4
38680,2014,5,31,15,1,72.0,14.0,28.48,1006.0,35.0,4,48.0,0.0,0.0,4
38681,2014,5,31,16,1,70.0,16.0,36.2,1005.0,33.0,4,54.0,0.0,0.0,4
38682,2014,5,31,17,1,73.0,16.0,38.29,1005.0,32.0,4,59.0,0.0,0.0,4
38683,2014,5,31,18,1,66.0,16.0,40.52,1006.0,31.0,4,64.0,0.0,0.0,4
38684,2014,5,31,19,1,57.0,16.0,45.44,1006.0,29.0,4,68.0,0.0,0.0,4
38685,2014,5,31,20,1,62.0,16.0,51.05,1007.0,27.0,4,70.0,0.0,0.0,4
38686,2014,5,31,21,1,70.0,16.0,51.05,1008.0,27.0,4,72.0,0.0,0.0,4
38687,2014,5,31,22,1,73.0,15.0,50.78,1008.0,26.0,4,74.0,0.0,0.0,4
38688,2014,5,31,23,1,79.0,15.0,57.2,1008.0,24.0,4,76.0,0.0,0.0,4
38689,2014,6,1,0,2,76.0,15.0,60.74,1008.0,23.0,3,2.0,0.0,0.0,4
38690,2014,6,1,1,2,78.0,15.0,64.54,1008.0,22.0,3,4.0,0.0,0.0,4
38691,2014,6,1,2,2,82.0,13.0,56.69,1008.0,22.0,3,6.0,0.0,0.0,4
38692,2014,6,1,3,2,93.0,14.0,68.4,1008.0,20.0,3,7.0,0.0,0.0,4
38693,2014,6,1,4,2,86.0,14.0,72.78,1008.0,19.0,4,0.0,0.0,0.0,4
38694,2014,6,1,5,2,91.0,14.0,72.78,1009.0,19.0,4,0.0,0.0,0.0,4
38695,2014,6,1,6,2,101.0,17.0,77.94,1009.0,21.0,4,0.0,0.0,0.0,4
38696,2014,6,1,7,2,101.0,16.0,60.98,1010.0,24.0,4,1.0,0.0,0.0,4
38697,2014,6,1,8,2,85.0,15.0,47.88,1010.0,27.0,4,3.0,0.0,0.0,4
38698,2014,6,1,9,2,96.0,15.0,50.78,1010.0,26.0,4,6.0,0.0,0.0,4
38699,2014,6,1,10,2,110.0,16.0,51.05,1010.0,27.0,4,8.0,0.0,0.0,4
38700,2014,6,1,11,2,114.0,15.0,47.88,1010.0,27.0,4,10.0,0.0,0.0,4
38701,2014,6,1,12,2,107.0,16.0,48.15,1009.0,28.0,4,12.0,0.0,0.0,4
38702,2014,6,1,13,2,108.0,14.0,37.73,1009.0,30.0,4,14.0,0.0,0.0,4
38703,2014,6,1,14,2,111.0,15.0,40.24,1009.0,30.0,4,17.0,0.0,0.0,4
38704,2014,6,1,15,2,103.0,16.0,42.9,1008.0,30.0,4,19.0,0.0,0.0,4
38705,2014,6,1,16,2,112.0,16.0,42.9,1008.0,30.0,4,21.0,0.0,0.0,4
38706,2014,6,1,17,2,96.0,14.0,37.73,1008.0,30.0,4,26.0,0.0,0.0,4
38707,2014,6,1,18,2,86.0,12.0,35.06,1009.0,29.0,4,31.0,0.0,0.0,4
38708,2014,6,1,19,2,77.0,11.0,39.1,1010.0,26.0,4,35.0,0.0,0.0,4
38709,2014,6,1,20,2,67.0,11.0,39.1,1010.0,26.0,4,40.0,0.0,0.0,4
38710,2014,6,1,21,2,78.0,13.0,47.33,1012.0,25.0,4,41.0,0.0,0.0,4
38711,2014,6,1,22,2,92.0,13.0,50.24,1010.0,24.0,4,45.0,0.0,0.0,4
38712,2014,6,1,23,2,74.0,13.0,50.24,1010.0,24.0,4,50.0,0.0,0.0,4
38713,2014,6,2,0,2,64.0,16.0,68.81,1012.0,22.0,4,52.0,0.0,0.0,4
